id,true_0,score_0,score_1,score_2,score_3,score_4
386,0.0,0.6838526,0.13371404,0.09810331,0.07774506,0.0065849647
387,0.0,0.57407117,0.09302615,0.1757325,0.118276104,0.038894102
388,2.0,0.12013063,0.09250183,0.27424213,0.3353324,0.1777931
389,3.0,0.33304286,0.18389183,0.2428211,0.18945153,0.050792623
390,3.0,0.14476912,0.12484881,0.26712683,0.3583434,0.10491187
391,0.0,0.6070544,0.10217249,0.16121355,0.10137025,0.028189287
392,3.0,0.31851903,0.2322287,0.20634943,0.1924198,0.0504831
393,0.0,0.68918866,0.1265685,0.10954951,0.065973826,0.0087195495
394,2.0,0.33386457,0.16794501,0.24648935,0.18623157,0.06546946
395,2.0,0.120672785,0.09301597,0.2710791,0.35371026,0.16152193
396,3.0,0.23760842,0.10515103,0.24528314,0.2843756,0.1275818
397,0.0,0.8914408,0.035130557,0.048638556,0.021097172,0.0036929236
398,2.0,0.15084124,0.16102056,0.27785152,0.30850333,0.10178331
399,2.0,0.51589406,0.16044907,0.17689082,0.12422759,0.022538431
400,4.0,0.15053703,0.14062162,0.26898372,0.30752528,0.13233241
401,0.0,0.9170117,0.033330075,0.034886897,0.013075548,0.0016958027
402,0.0,0.30864942,0.13550617,0.23419683,0.24211462,0.079532914
403,4.0,0.18481018,0.12793306,0.2729597,0.29484642,0.11945064
404,3.0,0.3114134,0.19225359,0.20987222,0.22137739,0.06508342
405,3.0,0.3720811,0.1861608,0.20877767,0.18698983,0.045990665
406,1.0,0.20655344,0.10804416,0.2549954,0.28588045,0.14452656
407,4.0,0.34283054,0.107227795,0.2255951,0.2305931,0.09375341
408,0.0,0.8022677,0.061804283,0.07546181,0.056192715,0.0042735245
409,0.0,0.5160901,0.18127508,0.17143022,0.10836647,0.022838185
410,3.0,0.16328998,0.13619232,0.27562445,0.30076608,0.12412709
411,0.0,0.49193907,0.11620039,0.1898275,0.15262449,0.04940855
412,0.0,0.6627888,0.0704297,0.13863733,0.11613409,0.012009999
413,3.0,0.14621922,0.11535563,0.27177265,0.33278757,0.13386497
414,4.0,0.15677153,0.121634625,0.2614583,0.30947983,0.15065567
415,1.0,0.13790913,0.11222674,0.27877313,0.32149616,0.14959478
416,0.0,0.5014065,0.14198942,0.18622825,0.13408604,0.036289856
417,3.0,0.1657342,0.10970427,0.26251593,0.3317151,0.1303305
418,1.0,0.5093535,0.18244502,0.17846124,0.10465971,0.025080489
419,0.0,0.5648962,0.10815468,0.16855036,0.1215563,0.036842454
420,3.0,0.3699152,0.17794688,0.22598486,0.18125063,0.044902492
421,3.0,0.46948528,0.18334895,0.1981435,0.12065454,0.028367694
422,1.0,0.641778,0.08480301,0.15282911,0.11038622,0.010203673
423,0.0,0.56146413,0.13193476,0.1649189,0.114068024,0.027614232
424,0.0,0.4981283,0.1687855,0.17976114,0.12657034,0.02675463
425,0.0,0.6267199,0.10245869,0.14982222,0.09366767,0.02733153
426,2.0,0.31191108,0.18579821,0.24592811,0.19081764,0.065544955
427,3.0,0.17230082,0.12709627,0.2316753,0.34944528,0.11948236
428,2.0,0.3528526,0.2052891,0.22964247,0.16797197,0.044243872
429,0.0,0.43351132,0.17471269,0.20998874,0.14283955,0.038947653
430,2.0,0.13843828,0.1152007,0.27364364,0.31834063,0.15437673
431,3.0,0.4557325,0.16081409,0.19529362,0.1523033,0.035856497
432,3.0,0.15927428,0.13652205,0.26090834,0.31219202,0.13110329
433,2.0,0.45534995,0.1610945,0.17021902,0.17516167,0.038174916
434,0.0,0.55200243,0.1774205,0.16684107,0.08576402,0.017972035
435,0.0,0.7643257,0.05564651,0.08541408,0.08525705,0.009356723
436,0.0,0.7005922,0.113978215,0.11244788,0.060360935,0.012620868
437,2.0,0.16995718,0.12619221,0.2642751,0.30907038,0.13050511
438,0.0,0.7101822,0.08229637,0.118657574,0.07075235,0.018111482
439,0.0,0.84324193,0.05399699,0.060535196,0.037276868,0.0049489844
440,0.0,0.6202648,0.0991333,0.12552784,0.13885269,0.016221367
441,0.0,0.7008825,0.0857994,0.08422278,0.115343064,0.013752298
442,2.0,0.26008233,0.13408169,0.25272185,0.24876177,0.10435235
443,3.0,0.463726,0.16111033,0.1952095,0.1418522,0.038101956
444,0.0,0.73691887,0.0892562,0.10421267,0.057553012,0.012059292
445,0.0,0.32134002,0.23592931,0.24100386,0.1643992,0.03732754
446,3.0,0.14496982,0.09894125,0.27001706,0.32142767,0.16464418
447,0.0,0.760939,0.051408887,0.07728096,0.1000504,0.010320768
448,2.0,0.20930234,0.09399225,0.2502958,0.30762535,0.1387843
449,0.0,0.66171956,0.059639003,0.10278498,0.1555041,0.020352433
450,1.0,0.24543677,0.107450664,0.24302149,0.27919844,0.12489265
451,0.0,0.18795675,0.49415138,0.14118378,0.1628479,0.013860212
452,0.0,0.35943657,0.20563436,0.23072644,0.16027765,0.043924995
453,0.0,0.14750779,0.11050245,0.26197484,0.32654634,0.15346853
454,3.0,0.15769461,0.10288573,0.25843388,0.32534823,0.15563756
455,4.0,0.18440731,0.12630972,0.27169132,0.2835732,0.13401848
456,0.0,0.13257997,0.12761907,0.26847565,0.33847132,0.13285397
457,2.0,0.41893217,0.21566094,0.19869842,0.1401564,0.026552096
458,4.0,0.15479665,0.11105373,0.26468393,0.32221335,0.14725228
459,3.0,0.6405773,0.16499753,0.11325757,0.07037801,0.010789535
460,0.0,0.49630144,0.15839875,0.18181881,0.13089575,0.03258528
461,1.0,0.39818925,0.24749658,0.19999304,0.1266709,0.027650194
462,2.0,0.35064894,0.16013977,0.24084571,0.18712106,0.061244555
463,0.0,0.5525838,0.16486922,0.16183844,0.10258492,0.018123647
464,2.0,0.25463164,0.12915662,0.24698567,0.27080166,0.09842436
465,0.0,0.5658045,0.15602458,0.16667226,0.089242294,0.02225647
466,1.0,0.16907884,0.14056864,0.2641623,0.2991679,0.12702224
467,0.0,0.19670457,0.10476737,0.25095963,0.30661714,0.14095129
468,3.0,0.26346052,0.11687755,0.24384381,0.2657409,0.11007722
469,4.0,0.5949873,0.093939275,0.15652052,0.11829514,0.03625776
470,1.0,0.50643945,0.14629982,0.17211287,0.14729501,0.027852893
471,1.0,0.33949494,0.29985428,0.20199253,0.13500312,0.023655122
472,0.0,0.42588443,0.047574293,0.21071345,0.28432178,0.031506073
473,1.0,0.6782656,0.101569735,0.12871924,0.07225192,0.019193547
474,2.0,0.39893752,0.19249332,0.21878143,0.15452671,0.035261083
475,2.0,0.17265661,0.10731111,0.25502807,0.31268924,0.15231505
476,1.0,0.36130708,0.22009684,0.21107295,0.16609336,0.041429788
477,0.0,0.51450264,0.20161253,0.16401847,0.10107439,0.018791938
478,0.0,0.6952293,0.1014872,0.11991394,0.06947351,0.013896035
479,2.0,0.22926068,0.1343148,0.2547911,0.26404136,0.11759199
480,0.0,0.5144403,0.1828527,0.17011271,0.11179976,0.020794468
481,0.0,0.5884858,0.14328766,0.16126063,0.08619134,0.020774636
482,3.0,0.11962784,0.14408515,0.2819372,0.32453287,0.12981695
483,1.0,0.4397533,0.2175341,0.17718384,0.1363305,0.0291983
484,0.0,0.39376298,0.22339322,0.20749597,0.14268622,0.032661624
485,3.0,0.76384735,0.0044653034,0.071937345,0.15760516,0.0021449581
486,0.0,0.40833873,0.23569494,0.19235334,0.13521065,0.028402366
487,0.0,0.7977003,0.024823477,0.08819688,0.08507465,0.004204627
488,0.0,0.7995966,0.06290032,0.086152464,0.042679336,0.00867131
489,3.0,0.33306324,0.106446125,0.22750543,0.23580663,0.09717864
490,0.0,0.373804,0.19331667,0.22072631,0.16793141,0.044221632
491,0.0,0.4609325,0.15757331,0.15923913,0.19238777,0.029867295
492,0.0,0.6126227,0.11691154,0.118307725,0.14000686,0.012151195
493,0.0,0.7453253,0.06940461,0.10383872,0.0675782,0.013853176
494,0.0,0.099748544,0.12792943,0.28735578,0.35885677,0.12610944
495,2.0,0.15720904,0.10852477,0.2637554,0.31954378,0.15096699
496,0.0,0.1698284,0.13430956,0.26795536,0.29721105,0.13069567
497,0.0,0.7288999,0.10304095,0.10583804,0.052344147,0.009876952
498,0.0,0.1453271,0.10660582,0.27048507,0.33012724,0.14745474
499,0.0,0.99566144,9.715349e-06,0.0014733027,0.002855097,3.4677154e-07
500,0.0,0.8100914,0.07919537,0.07540019,0.03038924,0.0049238093
501,0.0,0.17032574,0.11729426,0.28117794,0.31530583,0.11589629
502,2.0,0.4170318,0.21237043,0.18799838,0.1610352,0.021564152
503,3.0,0.17717738,0.1121153,0.2687638,0.31874433,0.12319912
504,0.0,0.46247962,0.17875189,0.18671852,0.1406251,0.031424895
505,0.0,0.85475844,0.03806572,0.051660452,0.051943634,0.0035717604
506,3.0,0.2823706,0.13522223,0.25205913,0.26077217,0.06957582
507,3.0,0.5401354,0.13878496,0.17970175,0.11164394,0.029733917
508,1.0,0.7601376,0.080159485,0.099920675,0.049275205,0.010507063
509,2.0,0.3315863,0.26411784,0.2256403,0.1471787,0.031476863
510,0.0,0.5262252,0.15854959,0.1705841,0.117905915,0.026735188
511,3.0,0.1785198,0.10771452,0.2576656,0.30431908,0.15178095
512,2.0,0.32443282,0.10609804,0.22935468,0.24012154,0.0999929
513,2.0,0.288976,0.26730424,0.23969637,0.16652365,0.03749982
514,0.0,0.78831923,0.047924805,0.0801033,0.07301087,0.010641857
515,3.0,0.15967883,0.14558946,0.2544835,0.3125282,0.12771998
516,0.0,0.51676315,0.16346598,0.17504494,0.11815628,0.026569659
517,2.0,0.13936883,0.09991974,0.2568489,0.36245647,0.14140604
518,3.0,0.74541366,0.09665348,0.09360114,0.05570011,0.008631608
519,4.0,0.122083254,0.11274175,0.2721133,0.34047544,0.15258624
520,0.0,0.6386755,0.10385631,0.1467925,0.09380046,0.016875261
521,1.0,0.30780023,0.11702835,0.23773494,0.23699921,0.100437246
522,3.0,0.115190625,0.09692532,0.27523595,0.36584285,0.14680523
523,1.0,0.13766648,0.15300643,0.2827959,0.3005571,0.12597409
524,3.0,0.13849355,0.108817756,0.26714456,0.33485454,0.15068956
525,0.0,0.6060104,0.17717667,0.1370534,0.067220874,0.012538675
526,2.0,0.13192578,0.09684349,0.2780351,0.33575612,0.15743953
527,0.0,0.7364221,0.08045599,0.11000327,0.058569036,0.014549633
528,0.0,0.6774514,0.03559693,0.14144231,0.1372808,0.008228539
529,3.0,0.14981617,0.11295726,0.25593558,0.33952376,0.1417673
530,3.0,0.5826662,0.12544613,0.16335732,0.102131344,0.02639897
531,1.0,0.36771992,0.15248936,0.23406532,0.18330163,0.062423743
532,3.0,0.26166654,0.18538898,0.25750062,0.23313828,0.062305577
533,3.0,0.1406211,0.11289855,0.26541108,0.33018363,0.1508856
534,0.0,0.7601435,0.05752319,0.10452751,0.06352499,0.014280828
535,0.0,0.62421113,0.09276318,0.14685397,0.11619724,0.019974392
536,0.0,0.5936469,0.103927456,0.14606938,0.13354954,0.022806736
537,2.0,0.34765726,0.12042944,0.23167165,0.21571769,0.084524006
538,0.0,0.32004955,0.18054503,0.24326275,0.19857273,0.057569996
539,2.0,0.18010885,0.13318397,0.25689006,0.30414674,0.12567043
540,0.0,0.6949346,0.048865434,0.13174623,0.1145843,0.0098694125
541,0.0,0.4498081,0.12983723,0.19735225,0.16817287,0.054829597
542,2.0,0.539501,0.12229432,0.17716913,0.12416918,0.036866367
543,0.0,0.40908027,0.20968436,0.20701684,0.1405816,0.033637
544,3.0,0.50995755,0.12754488,0.19350894,0.1451047,0.023883935
545,3.0,0.2687777,0.15000317,0.24378715,0.25777838,0.0796536
546,4.0,0.13761148,0.13006003,0.2840838,0.30536026,0.14288436
547,1.0,0.17098697,0.1451816,0.25602132,0.30369607,0.12411403
548,0.0,0.65121573,0.111959994,0.13251477,0.08904616,0.015263345
549,0.0,0.5211432,0.1354087,0.16395792,0.14858346,0.03090666
550,3.0,0.15661566,0.114808165,0.26984376,0.3202945,0.13843788
551,0.0,0.63346577,0.110341735,0.14602442,0.09158828,0.018579854
552,1.0,0.21954542,0.116680056,0.24901271,0.2860717,0.12869012
553,2.0,0.14124659,0.13010736,0.27662402,0.30395728,0.14806475
554,2.0,0.3688723,0.20272146,0.21703458,0.18292941,0.02844218
555,1.0,0.42386958,0.23127557,0.19478329,0.12618203,0.023889551
556,1.0,0.17523882,0.12586768,0.25981268,0.30590916,0.13317166
557,3.0,0.16433568,0.114347704,0.25398174,0.33497375,0.13236113
558,0.0,0.60163397,0.14287908,0.13499773,0.10007288,0.020416323
559,0.0,0.48810866,0.19872722,0.17030573,0.11958289,0.023275437
560,2.0,0.17250769,0.11675685,0.2575683,0.31972077,0.13344635
561,0.0,0.48776,0.17268305,0.17477168,0.13273808,0.032047242
562,3.0,0.29845217,0.23779212,0.22678898,0.20067905,0.036287718
563,0.0,0.8890442,0.0065386673,0.049758732,0.05341351,0.001244918
564,0.0,0.57269216,0.13999872,0.15618278,0.10659419,0.02453224
565,0.0,0.50780624,0.19288291,0.1703174,0.10592933,0.023064123
566,0.0,0.31293696,0.25490394,0.21328433,0.18947884,0.029395971
567,0.0,0.8031374,0.06324673,0.07735393,0.050236795,0.006025222
568,1.0,0.20038146,0.1228637,0.25796145,0.29400158,0.1247918
569,0.0,0.61043197,0.106626116,0.15531132,0.098009884,0.029620742
570,0.0,0.89326495,0.039441355,0.032087453,0.0328659,0.0023403459
571,0.0,0.4468759,0.1653096,0.19701126,0.1504969,0.040306244
572,0.0,0.8702091,0.035839405,0.047064528,0.04370698,0.0031799746
573,2.0,0.20066461,0.10952092,0.24793881,0.3149625,0.12691319
574,0.0,0.28445596,0.22193268,0.23318925,0.21392956,0.046492603
575,0.0,0.1250617,0.15772104,0.29305673,0.32934865,0.09481187
576,0.0,0.51760834,0.17384198,0.14198501,0.15560608,0.010958598
577,4.0,0.3134329,0.19040446,0.23965818,0.19801235,0.058492154
578,0.0,0.21356153,0.13254558,0.24284117,0.2906327,0.12041901
579,0.0,0.72106063,0.09184051,0.10513824,0.07462879,0.00733177
580,0.0,0.5140254,0.16559729,0.17675206,0.11721757,0.026407689
581,2.0,0.1321913,0.097551465,0.26872674,0.35174444,0.14978606
582,2.0,0.61302423,0.12797317,0.14674194,0.09350647,0.018754212
583,0.0,0.47200245,0.18584314,0.18681994,0.12351136,0.031823125
584,3.0,0.19411193,0.11151102,0.26099885,0.30431053,0.12906763
585,0.0,0.2264346,0.2013746,0.2754908,0.23294646,0.06375355
586,1.0,0.4286281,0.24995261,0.19109665,0.10845944,0.021863189
587,2.0,0.46964502,0.17150217,0.19126917,0.1322115,0.03537215
588,0.0,0.7543427,0.062481415,0.10918895,0.06387314,0.010113838
589,3.0,0.15854912,0.12248272,0.2672637,0.3141171,0.13758731
590,3.0,0.31980208,0.21226254,0.22172159,0.20393583,0.04227799
591,0.0,0.73469955,0.06779775,0.11241208,0.067988865,0.017101742
592,0.0,0.70892996,0.1067457,0.112322606,0.060319643,0.011682076
593,1.0,0.1550339,0.11615172,0.2643429,0.31519914,0.14927234
594,2.0,0.16609153,0.09509294,0.25787595,0.32309797,0.15784161
595,2.0,0.15398575,0.13132711,0.2779947,0.30542615,0.1312663
596,0.0,0.34799242,0.12770902,0.23543842,0.20941901,0.07944115
597,0.0,0.74771154,0.013516438,0.101701386,0.13281953,0.004251034
598,0.0,0.19637254,0.111038335,0.21876548,0.3822591,0.09156457
599,2.0,0.5551234,0.18373296,0.14995281,0.094712466,0.016478369
600,1.0,0.20104559,0.12439331,0.26378995,0.2948746,0.11589659
601,0.0,0.5910377,0.17380442,0.13366106,0.08583361,0.015663186
602,2.0,0.24009469,0.09400903,0.24712434,0.2969642,0.12180769
603,2.0,0.9638857,0.00090498565,0.014847404,0.020293338,6.8452726e-05
604,0.0,0.6399049,0.13677968,0.124225706,0.08265254,0.016437149
605,0.0,0.50511414,0.1596407,0.17730734,0.12475241,0.033185415
606,0.0,0.6588549,0.113102086,0.12600303,0.086485624,0.015554363
607,0.0,0.41047904,0.13633391,0.2214188,0.1701678,0.061600436
608,2.0,0.4271268,0.21105479,0.205185,0.12997438,0.026659017
609,3.0,0.44328743,0.14197683,0.18934935,0.19182849,0.033557985
610,0.0,0.4029321,0.10885248,0.21199507,0.20052825,0.07569213
611,0.0,0.45720804,0.12979117,0.19392656,0.16890572,0.050168525
612,4.0,0.11387698,0.111140124,0.27754983,0.34690374,0.15052928
613,2.0,0.1843503,0.116802335,0.25591418,0.303671,0.13926218
614,4.0,0.09320826,0.10983433,0.28668052,0.35123202,0.15904489
615,1.0,0.2210551,0.12959372,0.24748416,0.28547478,0.11639227
616,0.0,0.32468233,0.15093802,0.22474593,0.22233564,0.0772981
617,0.0,0.5483639,0.13373974,0.16705306,0.12150955,0.029333686
618,0.0,0.4240594,0.17606528,0.20795281,0.15210891,0.039813615
619,0.0,0.52646744,0.13029036,0.18196887,0.12787749,0.033395827
620,0.0,0.19822818,0.13640003,0.26055288,0.29359433,0.11122458
621,3.0,0.4672909,0.19044493,0.19088727,0.12298096,0.028395949
622,2.0,0.5865963,0.16147135,0.14165147,0.09461369,0.015667178
623,4.0,0.1813412,0.1209222,0.2640938,0.30101794,0.13262482
624,3.0,0.18204714,0.11778535,0.27276096,0.28655687,0.14084968
625,0.0,0.5870877,0.12694739,0.15684828,0.1043696,0.02474704
626,0.0,0.9195584,0.0022155554,0.033007417,0.0448721,0.0003464801
627,0.0,0.4209576,0.10793899,0.20823015,0.19136544,0.07150787
628,0.0,0.74383765,0.076485805,0.092651576,0.078678034,0.008346869
629,3.0,0.71546507,0.079423286,0.11125701,0.07811984,0.015734827
630,0.0,0.47102466,0.18208735,0.18096198,0.13510506,0.030820986
631,3.0,0.7287519,0.11113545,0.10196044,0.04940148,0.008750671
632,0.0,0.67821217,0.10022495,0.12916568,0.07704611,0.01535114
633,1.0,0.31525174,0.1098487,0.23255605,0.24096993,0.10137362
634,3.0,0.13293074,0.10451496,0.26938024,0.3301743,0.16299978
635,0.0,0.18846737,0.13257095,0.25050515,0.30799714,0.120459385
636,1.0,0.41263622,0.18527201,0.20344816,0.15945609,0.039187502
637,3.0,0.48570466,0.12305032,0.19127198,0.14981453,0.050158516
638,2.0,0.55322665,0.11655284,0.17584324,0.13347161,0.02090566
639,0.0,0.3572829,0.20262504,0.22811596,0.16726536,0.044710714
640,0.0,0.18995778,0.11877709,0.25309655,0.30851477,0.12965381
641,0.0,0.45023382,0.1884219,0.19016393,0.14126554,0.029914746
642,0.0,0.6395642,0.13023354,0.13414106,0.08106924,0.014991931
643,1.0,0.5047352,0.12657093,0.20908724,0.14069869,0.018908048
644,0.0,0.66753536,0.096264705,0.13250697,0.08215906,0.021533893
645,4.0,0.1221192,0.10238514,0.2835605,0.33930072,0.15263437
646,1.0,0.45593137,0.18547267,0.19095309,0.13503332,0.03260959
647,1.0,0.84584135,0.043172978,0.06433185,0.04102613,0.0056277113
648,3.0,0.16742937,0.13874272,0.2639947,0.31183547,0.11799777
649,0.0,0.1431875,0.11580003,0.26713365,0.32810804,0.14577079
650,2.0,0.16081567,0.12516901,0.2616834,0.30794805,0.14438383
651,0.0,0.33177358,0.074890465,0.21821189,0.27164513,0.103478946
652,2.0,0.13678728,0.11028293,0.27429563,0.33660877,0.14202544
653,2.0,0.1305574,0.09675451,0.28020748,0.33687422,0.15560634
654,1.0,0.28978315,0.15214218,0.24466427,0.23822601,0.07518439
655,0.0,0.47084993,0.15677914,0.18657994,0.14541325,0.04037778
656,1.0,0.5257761,0.17596282,0.16879836,0.105644554,0.023818204
657,0.0,0.63093,0.13120498,0.13617751,0.08226774,0.019419782
658,3.0,0.116376676,0.10840339,0.2679107,0.38281596,0.124493234
659,3.0,0.1524676,0.104839295,0.255569,0.34160098,0.1455231
660,0.0,0.62321323,0.12985343,0.13262951,0.10142056,0.012883327
661,1.0,0.29114252,0.16436511,0.24098556,0.22520633,0.078300506
662,2.0,0.16344947,0.10642844,0.26405054,0.32376242,0.14230914
663,0.0,0.7260405,0.07122125,0.11502375,0.07860164,0.009112963
664,3.0,0.20177074,0.117497616,0.26783285,0.2873022,0.12559664
665,3.0,0.23867977,0.17847496,0.28206855,0.23986393,0.06091275
666,3.0,0.15375906,0.14905433,0.27614012,0.30708414,0.11396237
667,0.0,0.8054122,0.049933378,0.07516842,0.06130223,0.008183835
668,3.0,0.47309852,0.19347261,0.1935267,0.11261929,0.02728295
669,2.0,0.14570393,0.11028029,0.26482698,0.33195385,0.14723492
670,0.0,0.15947428,0.12296045,0.27283704,0.30230165,0.14242654
671,2.0,0.12681651,0.12083397,0.2730961,0.34091264,0.1383408
672,0.0,0.35699508,0.22117314,0.21157624,0.17455809,0.03569747
673,1.0,0.5049954,0.19013001,0.17784859,0.108797625,0.018228339
674,2.0,0.47532156,0.20253907,0.17700176,0.119810715,0.025326872
675,2.0,0.1824859,0.12788688,0.26835614,0.2932716,0.12799954
676,0.0,0.72089934,0.11357354,0.10643114,0.04956423,0.009531734
677,0.0,0.52080125,0.13390402,0.17498913,0.13807859,0.032227054
678,0.0,0.17512888,0.1143386,0.25975767,0.31508148,0.13569331
679,3.0,0.24836983,0.10538922,0.2460723,0.2742893,0.12587935
680,0.0,0.8519147,0.0490527,0.06399132,0.029695515,0.0053457418
681,0.0,0.599693,0.10545567,0.15797178,0.109417066,0.02746248
682,2.0,0.19235902,0.12380289,0.26249757,0.30503687,0.116303615
683,3.0,0.17304024,0.105704084,0.26224533,0.3314331,0.12757725
684,0.0,0.8976083,0.030833008,0.04791024,0.019966338,0.0036821016
685,0.0,0.5250071,0.18873198,0.17268088,0.092731826,0.02084811
686,2.0,0.5622898,0.16053076,0.16387624,0.090727426,0.022575777
687,1.0,0.21233147,0.10477678,0.24772134,0.29710346,0.13806695
688,4.0,0.21794705,0.09441224,0.23789579,0.31880796,0.13093694
689,2.0,0.40433037,0.18882798,0.22097321,0.15449288,0.03137561
690,0.0,0.7233338,0.099297106,0.089145176,0.077885345,0.010338604
691,3.0,0.13509122,0.12645967,0.27466837,0.31918293,0.14459786
692,3.0,0.29482472,0.24217933,0.24015616,0.19651683,0.026322985
693,0.0,0.6369583,0.10684667,0.14815126,0.08515648,0.022887327
694,0.0,0.8052438,0.038537845,0.08144108,0.066555224,0.008222169
695,2.0,0.1211384,0.10598655,0.2699349,0.35352248,0.14941761
696,2.0,0.6146482,0.11136108,0.1509349,0.099215664,0.023840183
697,2.0,0.6745003,0.10971934,0.12935922,0.06909815,0.017322954
698,1.0,0.6543265,0.09731199,0.1382999,0.08877337,0.021288289
699,0.0,0.5168869,0.18634598,0.1644402,0.11038384,0.021943135
700,3.0,0.3532747,0.04106612,0.23053434,0.34025124,0.034873553
701,0.0,0.5704404,0.1814065,0.14281125,0.08770635,0.017635532
702,0.0,0.99644864,7.988089e-06,0.0010697829,0.0024733173,2.8028762e-07
703,0.0,0.6637299,0.09694068,0.13861132,0.0788316,0.02188657
704,2.0,0.20174962,0.11324346,0.26215488,0.29667997,0.12617208
705,2.0,0.1658767,0.13898104,0.21683156,0.3992506,0.07906008
706,0.0,0.67203414,0.12651336,0.12696971,0.06295594,0.011526879
707,0.0,0.7870252,0.033181798,0.09812857,0.0759895,0.005674942
708,0.0,0.5829822,0.12976934,0.16251124,0.102578215,0.022158967
709,3.0,0.684296,0.10519441,0.06132305,0.14334823,0.005838384
710,0.0,0.7436507,0.092688225,0.10440584,0.05030618,0.008949042
711,2.0,0.35216618,0.2002548,0.2166165,0.18601792,0.044944666
712,0.0,0.87555826,0.035418443,0.051447526,0.034549277,0.0030265478
713,3.0,0.3903538,0.17414162,0.22972594,0.16605867,0.03971998
714,0.0,0.15873635,0.09761272,0.24971071,0.350794,0.14314625
715,1.0,0.4265901,0.19029362,0.19903682,0.14326267,0.04081677
716,0.0,0.2714173,0.1725123,0.24974471,0.22531775,0.081007965
717,0.0,0.43096015,0.15367323,0.20946105,0.16515905,0.040746585
718,0.0,0.71580625,0.09861404,0.11537669,0.057329766,0.012873273
719,1.0,0.48630282,0.17185614,0.18893328,0.121540934,0.03136689
720,1.0,0.46345282,0.18389118,0.18865441,0.130023,0.033978626
721,0.0,0.3962971,0.14458863,0.22832318,0.18996124,0.040829804
722,0.0,0.12171396,0.110097714,0.27885148,0.35802343,0.1313134
723,0.0,0.5392101,0.1428375,0.17324916,0.113922335,0.030780938
724,3.0,0.18702461,0.10546659,0.26101634,0.3146475,0.131845
725,4.0,0.16117252,0.106347926,0.26732358,0.31024528,0.15491074
726,0.0,0.74652046,0.056576993,0.102560386,0.078521684,0.015820485
727,0.0,0.60956144,0.15255679,0.14171791,0.07993079,0.016233088
728,2.0,0.44171616,0.21651882,0.20202649,0.1130495,0.026689045
729,1.0,0.46211284,0.1739452,0.18500358,0.14808825,0.03085015
730,0.0,0.65191674,0.10600363,0.13648131,0.08478652,0.020811707
731,3.0,0.15985593,0.1238207,0.26892936,0.32011962,0.1272744
732,1.0,0.14174972,0.1376939,0.28667167,0.29208952,0.14179519
733,1.0,0.84200823,0.0143424515,0.072461836,0.06861469,0.0025727132
734,0.0,0.9820404,6.6678534e-05,0.003987385,0.013899905,5.6313297e-06
735,2.0,0.16784422,0.11601143,0.26106137,0.33725786,0.11782513
736,2.0,0.42474017,0.25602257,0.19533639,0.10285678,0.021044126
737,0.0,0.7041296,0.050771706,0.11632885,0.10691229,0.02185768
738,0.0,0.99788123,2.3714765e-06,0.0006360531,0.0014803408,5.8309475e-08
739,3.0,0.5111685,0.118074745,0.18707143,0.14369938,0.03998598
740,0.0,0.978634,0.00026122376,0.0083090365,0.012774472,2.126041e-05
741,2.0,0.6609638,0.14640957,0.12380604,0.05855605,0.01026455
742,0.0,0.23847333,0.10525674,0.23994035,0.29054478,0.1257848
743,0.0,0.20402296,0.114324756,0.24934736,0.30097744,0.13132748
744,1.0,0.6919542,0.09420393,0.11168072,0.08738359,0.014777548
745,4.0,0.13561045,0.11198742,0.27042255,0.3467586,0.13522094
746,2.0,0.14768986,0.11295414,0.2694727,0.31373087,0.15615241
747,2.0,0.13600618,0.1494903,0.2823775,0.2973736,0.13475245
748,0.0,0.78894347,0.08098324,0.084806,0.038111955,0.00715532
749,0.0,0.5626795,0.16389127,0.15013807,0.09999642,0.023294719
750,0.0,0.8543437,0.031167457,0.051201746,0.058277458,0.005009722
751,3.0,0.40991816,0.21549089,0.19966666,0.14409126,0.030833079
752,3.0,0.3544111,0.15975098,0.22939295,0.20035279,0.056092158
753,0.0,0.7770141,0.07926905,0.06270084,0.07301166,0.008004407
754,2.0,0.123952635,0.14892657,0.29109547,0.35965204,0.07637326
755,0.0,0.3303626,0.1803404,0.23836891,0.19841617,0.052511953
756,0.0,0.509481,0.18157768,0.17464949,0.11073693,0.023554849
757,2.0,0.2974526,0.2928706,0.23717703,0.14521866,0.02728108
758,0.0,0.6978283,0.110664696,0.11886091,0.059354473,0.013291659
759,4.0,0.123547636,0.12476135,0.28457645,0.33383718,0.13327739
760,0.0,0.28387043,0.15952303,0.2502633,0.22646068,0.079882585
761,0.0,0.53389895,0.18377171,0.16457236,0.0973223,0.020434672
762,0.0,0.13930345,0.113758884,0.25983042,0.33672896,0.15037823
763,4.0,0.3838638,0.16606621,0.22246855,0.17675109,0.050850347
764,2.0,0.17805845,0.12432191,0.27526048,0.2978442,0.12451495
765,0.0,0.5408838,0.14848292,0.16884209,0.120077536,0.02171365
766,2.0,0.6075959,0.09808819,0.15793887,0.10556006,0.030816961
767,3.0,0.1604159,0.10361335,0.26961684,0.31334156,0.15301237
768,0.0,0.28527418,0.12268661,0.23549463,0.25486687,0.1016777
769,0.0,0.7694671,0.05836316,0.09473273,0.06368192,0.013755144
770,0.0,0.15665315,0.12368602,0.25413966,0.34044328,0.12507793
771,4.0,0.2166794,0.14069252,0.24958146,0.28118616,0.11186049
772,0.0,0.4491414,0.17369284,0.20065027,0.14088836,0.03562713
